lng,lat
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.257636,55.8597414
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2506579,55.8623229
-4.2478652,51.683528
-4.225429,55.8571197
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.2231863,57.4801023
-4.1843356,55.4027297
-4.1755381,57.6884869
-4.1613252,51.6738667
-4.1613252,51.6738667
-4.1538798,55.9213053
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1433631,50.3778174
-4.1358914,53.2222998
-4.1358914,53.2222998
-4.1358914,53.2222998
-4.1358914,53.2222998
-4.1358914,53.2222998
-4.1358914,53.2222998
-4.1358914,53.2222998
-4.1358914,53.2222998
-4.1358914,53.2222998
-4.1358914,53.2222998
-4.1358914,53.2222998
-4.1358914,53.2222998
-4.1358914,53.2222998
-4.1358914,53.2222998
-4.1358914,53.2222998
-4.1358914,53.2222998
-4.1358914,53.2222998
-4.1358914,53.2222998
-4.1358914,53.2222998
-4.1358914,53.2222998
-4.1358914,53.2222998
-4.1358914,53.2222998
-4.1358914,53.2222998
-4.1358914,53.2222998
-4.1358914,53.2222998
-4.1358914,53.2222998
-4.1358914,53.2222998
-4.1092036,52.8613444
-4.0819087,52.4140569
-4.0819087,52.4140569
-4.0819087,52.4140569
-4.0819087,52.4140569
-4.0819087,52.4140569
-4.0794816,55.8856465
-4.0789487,51.6911365
-4.0631534,51.0739611
-4.0631534,51.0739611
-4.0631534,51.0739611
-4.0631534,51.0739611
-4.0566085,52.7229113
-4.05019,52.4910411
-4.0388725,55.773185
-4.0388725,55.773185
-4.0388725,55.773185
-4.025178,55.8165505
-4.025178,55.8165505
-3.9967658,51.7959777
-3.9943116,55.791666
-3.9943116,55.791666
-3.9943116,55.791666
-3.9943116,55.791666
-3.9943116,55.791666
-3.9943116,55.791666
-3.98692,51.8853498
-3.982922,50.9967464
-3.9754977,55.7385856
-3.9654838,56.1858746
-3.9654838,56.1858746
-3.9540804,55.8658268
-3.9415762,51.6251438
-3.9415762,51.6251438
-3.9415762,51.6251438
-3.9415762,51.6251438
-3.9415762,51.6251438
-3.9415762,51.6251438
-3.9415762,51.6251438
-3.9415762,51.6251438
-3.9415762,51.6251438
-3.9415762,51.6251438
-3.9415762,51.6251438
-3.9415762,51.6251438
-3.9415762,51.6251438
-3.9415762,51.6251438
-3.9415762,51.6251438
-3.9415762,51.6251438
-3.9415762,51.6251438
-3.9415762,51.6251438
-3.9415762,51.6251438
-3.9415762,51.6251438
-3.9415762,51.6251438
-3.9415762,51.6251438
-3.9415762,51.6251438
-3.9415762,51.6251438
-3.9415762,51.6251438
-3.9415762,51.6251438
-3.9415762,51.6251438
-3.9415762,51.6251438
-3.9415762,51.6251438
-3.9415762,51.6251438
-3.9415762,51.6251438
-3.9415762,51.6251438
-3.9415762,51.6251438
-3.9415762,51.6251438
-3.9415762,51.6251438
-3.9415762,51.6251438
-3.9415762,51.6251438
-3.9415762,51.6251438
-3.9415762,51.6251438
-3.9356169,56.1197997
-3.9356169,56.1197997
-3.9356169,56.1197997
-3.9356169,56.1197997
-3.9356169,56.1197997
-3.9356169,56.1197997
-3.9356169,56.1197997
-3.9356169,56.1197997
-3.9356169,56.1197997
-3.9356169,56.1197997
-3.9356169,56.1197997
-3.9356169,56.1197997
-3.9356169,56.1197997
-3.9356169,56.1197997
-3.9356169,56.1197997
-3.9356169,56.1197997
-3.9356169,56.1197997
-3.9356169,56.1197997
-3.9356169,56.1197997
-3.9356169,56.1197997
-3.9356169,56.1197997
-3.9356169,56.1197997
-3.9356169,56.1197997
-3.9356169,56.1197997
-3.9356169,56.1197997
-3.9356169,56.1197997
-3.9356169,56.1197997
-3.9356169,56.1197997
-3.9356169,56.1197997
-3.9356169,56.1197997
-3.9356169,56.1197997
-3.9356169,56.1197997
-3.9356169,56.1197997
-3.9356169,56.1197997
-3.9044582,50.3935785
-3.8545499,52.5951531
-3.8545499,52.5951531
-3.8489233,55.7312545
-3.8305762,56.0226931
-3.8305762,56.0226931
-3.8305415,53.2801197
-3.8305415,53.2801197
-3.828334,57.189054
-3.828334,57.189054
-3.828334,57.189054
-3.828334,57.189054
-3.828334,57.189054
-3.828334,57.189054
-3.8270181,53.3209356
-3.8270181,53.3209356
-3.8270181,53.3209356
-3.8270181,53.3209356
-3.8270181,53.3209356
-3.8091185,53.2839619
-3.8091185,53.2839619
-3.8091185,53.2839619
-3.8072452,51.6623597
-3.8072452,51.6623597
-3.8072452,51.6623597
-3.8072452,51.6623597
-3.8072452,51.6623597
-3.8072452,51.6623597
-3.8072452,51.6623597
-3.8072452,51.6623597
-3.8072452,51.6623597
-3.8072452,51.6623597
-3.8008792,53.092088
-3.7922388,55.9918031
-3.7922388,55.9918031
-3.7900494,56.1177808
-3.7850405,56.0026016
-3.7813401,51.5917147
-3.7813401,51.5917147
-3.7813401,51.5917147
-3.7355738,56.7024912
-3.7355738,56.7024912
-3.7355738,56.7024912
-3.7355738,56.7024912
-3.7355738,56.7024912
-3.7355738,56.7024912
-3.7311585,56.2748366
-3.7254307,53.2963771
-3.7254307,53.2963771
-3.7254307,53.2963771
-3.7254307,53.2963771
-3.7254307,53.2963771
-3.7254307,53.2963771
-3.7149655,55.9847247
-3.6887218,50.4358469
-3.6887218,50.4358469
-3.6887218,50.4358469
-3.6887218,50.4358469
-3.6887218,50.4358469
-3.6887218,50.4358469
-3.6887218,50.4358469
-3.6887218,50.4358469
-3.6887218,50.4358469
-3.6887218,50.4358469
-3.6887218,50.4358469
-3.6887218,50.4358469
-3.6887218,50.4358469
-3.6887218,50.4358469
-3.6887218,50.4358469
-3.6887218,50.4358469
-3.6887218,50.4358469
-3.6887218,50.4358469
-3.6887218,50.4358469
-3.6468799,50.7834281
-3.6468799,50.7834281
-3.6409686,55.8991121
-3.6241462,57.6111553
-3.6241462,57.6111553
-3.6043003,55.0725532
-3.6043003,55.0725532
-3.5991934,50.5295699
-3.5991934,50.5295699
-3.5991934,50.5295699
-3.5991934,50.5295699
-3.5991934,50.5295699
-3.5991934,50.5295699
-3.5991934,50.5295699
-3.5991934,50.5295699
-3.5991934,50.5295699
-3.5991934,50.5295699
-3.5991934,50.5295699
-3.5991934,50.5295699
-3.5991934,50.5295699
-3.5991934,50.5295699
-3.5991934,50.5295699
-3.5991934,50.5295699
-3.5991934,50.5295699
-3.5991934,50.5295699
-3.5991934,50.5295699
-3.5991934,50.5295699
-3.5991934,50.5295699
-3.5991934,50.5295699
-3.5991934,50.5295699
-3.5991934,50.5295699
-3.5958414,55.9764395
-3.5958414,55.9764395
-3.5958414,55.9764395
-3.5869337,54.5530316
-3.5869337,54.5530316
-3.5869337,54.5530316
-3.5869337,54.5530316
-3.5869337,54.5530316
-3.5826321,53.2945909
-3.5752965,51.5069764
-3.5752965,51.5069764
-3.5752965,51.5069764
-3.5752965,51.5069764
-3.5752965,51.5069764
-3.5752965,51.5069764
-3.5752965,51.5069764
-3.5752965,51.5069764
-3.5752965,51.5069764
-3.5643388,50.4347078
-3.5643388,50.4347078
-3.5643388,50.4347078
-3.5643388,50.4347078
-3.5643388,50.4347078
-3.5643388,50.4347078
-3.5643388,50.4347078
-3.5643388,50.4347078
-3.5584995,54.6450979
-3.5584995,54.6450979
-3.5584995,54.6450979
-3.5443395,55.9013775
-3.5443395,55.9013775
-3.5443395,55.9013775
-3.5443395,55.9013775
-3.5443395,55.9013775
-3.5436685,50.4611653
-3.5436685,50.4611653
-3.5436685,50.4611653
-3.5436685,50.4611653
-3.5436685,50.4611653
-3.5436685,50.4611653
-3.5436685,50.4611653
-3.5436685,50.4611653
-3.5436685,50.4611653
-3.5436685,50.4611653
-3.5436685,50.4611653
-3.5436685,50.4611653
-3.5436608,50.7291522
-3.5436608,50.7291522
-3.5436608,50.7291522
-3.5436608,50.7291522
-3.5436608,50.7291522
-3.5436608,50.7291522
-3.5436608,50.7291522
-3.5436608,50.7291522
-3.5436608,50.7291522
-3.5436608,50.7291522
-3.5436608,50.7291522
-3.5436608,50.7291522
-3.5436608,50.7291522
-3.5436608,50.7291522
-3.5436608,50.7291522
-3.5436608,50.7291522
-3.5436608,50.7291522
-3.5436608,50.7291522
-3.5436608,50.7291522
-3.5436608,50.7291522
-3.5436608,50.7291522
-3.5436608,50.7291522
-3.5436608,50.7291522
-3.5436608,50.7291522
